jianjie,name
"
内容简介
本书第1-2章为基础和入门内容，着重是区块链入门介绍，并讲解区块链的一些基础概念。本书详细、全面地介绍了区块链的基础知识与概念，剖析了区块链的架构、底层实现细节以及加密技术，并配合行业应用...",《区块链技术指南》邹均 等（作者）epub+mobi+azw3
"
内容简介
本书对HTML 5中新增的语法、标记方法、元素、API，以及这些元素与API到目前为止受到了哪些浏览器支持等进行详细介绍。在对它们进行介绍的同时将其与HTML 4中的各种元素与功能进行对比，以帮助读者更...",《HTML 5与CSS 3权威指南（第3版·上册） (Web开发技术丛书)》陆凌牛（作者）epub+mobi+azw3
"
内容简介
这是金庸先生最後一部小说，也是登峰造极之作，是金大侠自言最喜欢之大作。 这部小说讲的是一个从小在扬州妓院长大的小孩韦小宝，他不会任何武功，却因机缘巧合闯入了江湖，并凭其绝伦机智周旋于江湖...",《鹿鼎記（繁体，明河版）》金庸（作者）epub+mobi
"
内容简介
《过去和现在》是毛姆最重要的历史小说之一，故事的发生地设置在他最感兴趣的国家意大利，历史背景定格在最风起云涌、浓墨重彩、最富有戏剧性的文艺复兴时期，中心人物则是影响深远的政治家、外交家...",《过去和现在》[英]毛姆（作者）epub+mobi+azw3
"
内容简介
缪尔于一八六九年夏天，在内华达山间进行了为期四个月的考察，所记下的日记就成了这本不朽的文学名著。缪尔在四个月的行程中，除了参与牧羊之外，考察了山脉、矿石、冰川痕迹、气候、植物、动物等，...",《夏日走过山间》约翰·缪尔（作者）epub+mobi+azw3
"
内容简介
她是钟山帝君烛阴氏公主，披霜带雪，冷艳无双，人人都对她避而不及。
他是青帝华胥氏独子，性情淡然，气质清贵，因一舞成名而爱慕者遍布四海。
花皇岛初相见，她故意气走他，天帝有意牵线又怎样？...",《半城风月第二卷》十四郎（作者）epub+mobi+azw3
"
内容简介
为官者达到举重若轻、点石成金、出神入化的境界，是为官神。
慧眼看红尘，做官如有神。
多了12年前瞻性优势的夏想重新站在大学毕业的路口，回味错过的人生，珍惜眼前的时机，他要自己规划自己的人...",《问鼎（精制多看版）》何常在（作者）epub+mobi
"
内容简介
村上春树以中篇小说《且听风吟》开始文学创作。

“我”在酒吧捡到一个醉倒的少女，在她的家中度过了醉意朦胧的一夜。醒来的误会还未能解释清楚，他们已经成了一对情人，伤感的往事还未诉说清楚，她...",《且听风吟（精制精排）》[日]村上春树（作者）epub+mobi
"
编辑推荐
1．欧美最神秘最著名的灵媒夫妇：埃德•沃伦与罗琳•沃伦，一生献身于驱魔除灵事业，协助警方介入案件调查，夫妇两人曾合力成功驱除上千个鬼魂幽灵。只要遇到鬼屋事件，人们第一个想到的求救对象就是沃...",《召唤：沃伦夫妇的惊凶职业实录》杰拉德•布利特尔（作者）epub+mobi+azw3
"
套装书目
该套书包括《唐诗三百首》、《汉魏六朝诗》、《元曲三百首》、《西厢记》、《桃花扇》、《宋词三百首》、《诗经》、《牡丹亭》、《道德经》、《唐五代词选》、《宋元明清诗选》、《长生殿》、《楚辞...",《许译中国经典诗文集（套装共14册）（中英双语）》许渊冲（译者）epub+mobi+azw3
"
内容简介
《中國文化要義》是作者的名著之一，寫於1948年。書中闡述其對中國歷史與文化的見解。而對於中國文化之特徵及其成因等，則論列甚詳，自成一家之言。本書原著早已絕版，出版社徵得作者同意，重排出版...",《中國文化要義（台版，繁体竖排）》梁漱溟（作者）epub+mobi+azw3
"
内容简介
人脸识别是当今热门的研发方向，在安防、金融、旅游等领域具有十分广泛的应用。本书全面、系统地介绍“刷脸”背后的技术，包括人脸检测、人脸识别、人脸检索相关的算法原理和实现技术。本书中讲解的算...",《刷脸背后:人脸检测 人脸识别 人脸检索》张重生 (作者)epub+azw3
"
内容简介
在一般人眼中，数学意味着繁难的计算、无尽的逻辑推演，以及如天书般的公式和符号。这些让数学看起来离我们的生活很远，且与文化艺术这类精神生活毫不相干。而在《数学简史》的作者蔡天新看来，数学...",《数学简史》蔡天新（作者）epub+mobi+azw3
"
内容简介
《时间陷阱》是一本邪典悬疑故事集，分为“怪人”“怪物”“怪事”三部分，现实主义的叙述，搭配邪典悬疑的情节，让平凡的生活萌生出一丝不寒而栗的恐怖。书中讲述书摊上的旧闹钟、床上的枕头、生日蛋糕上...",《时间陷阱》魏市宁（作者）epub+mobi
"
内容简介
《黑暗之子》是由四个以叶空山和岑旷为主角的系列故事组成的中篇集。

凝聚成人族外形的魅族少女岑旷美丽聪慧而心地单纯，她想要融入人族的社会生活，成为一个真正的“人”，于是在长辈的精心安排下...",《九州·黑暗之子》唐缺（作者）epub+mobi+azw3
"
内容简介
一头控制全日本的超能力羊失踪了，它的宿主、黑社会头子命在旦夕。潦倒的东京青年职员无意中得到羊的照片，不料就此成了黑社会的胁迫对象，携着女友踏上了寻羊冒险之旅。在北海道的雪山绝地，他终于...",《寻羊冒险记（精制精排）》[日] 村上春树（作者）epub+mobi
"
内容简介
本书取名为“二十诸天”，实非凭空所造。二十诸天乃是佛教用语，代表着天界二十天尊，他们分别为大梵天王、帝释尊天、多闻天王、持国天王、增长天王、广目天王、金刚密迹、摹醯首罗、散脂大将、大辩才...",《二十诸天（精制多看版）》云外山（作者）epub+mobi
"
内容简介
城市化转型与土地问题是事关中国改革方向和发展命运的重大问题，但同时又极其复杂，不仅在实践中出现了土地财政、地方债务、高房价等连锁问题，在学术界也引起了相当多的争议和分歧。本书指出，目前...",《城市化转型与土地陷阱》华生（作者）epub+mobi+azw3
"
内容简介
《一战秘史:鲜为人知的1914-1918(修订版)》分6大部分36章，详细描绘了第一次世界大战的发展进程，及其背后鲜为人知的历史。《一战秘史:鲜为人知的1914-1918(修订版)》的4大突出特点：运介绍历史线索...",《一战秘史：鲜为人知的1914-1918（修订版）（精制精排）》梅尔（作者）epub+mobi
"
内容简介
丛书伟大的博物馆共31册。本册讲的是维也纳艺术史博物馆。此馆绘画部分最为精美和齐全，在世界各大艺术博物馆中屈指可数。本书对馆藏精品细致的分析与品评，让读者足不出户就能领略到世界级博物馆真...",《伟大的博物馆:维也纳艺术史博物馆》西尔维娅·波尔盖斯（作者）epub+mobi
"
内容简介
本书主要介绍XcodeIDE、CocoaTouch框架与Swift2.0。通过阅读本书，你将学习Swift面向对象的概念、理解如何使用Apple的开发工具，以及探索Cocoa是如何提供iOS应用所需的底层功能的。",《iOS编程基础：Swift、Xcode和Cocoa入门指南》马特·诺伊贝格（作者）epub+mobi+azw3
"
内容简介
《数学世界的探奇之旅》讲述了抽象的数学与现实世界的联系，文科生也能看懂的直白讲述打破你对数学的固有成见，数学不再是你看不懂的公式，你可以在生活中发现数学的妙用。

从数学家毕达哥拉斯那...",《数学世界的探奇之旅》布赖恩·克莱格（作者）epub+mobi+azw3
"
内容简介
夫物芸芸，各复归其根
念念追忆，惜别在远道

《惜别》是止庵在母亲故世三年后，经历涓滴沉淀，凝练而成的生死体悟。

全书共有六部分，以母亲的离去为起点，片断式地向回追溯。母亲生前的日记...",《惜别》止庵（作者）epub+mobi
"
内容简介
本书是艾思奇在20世纪30年代为通俗宣传马克思主义哲学而写的优秀著作。作者以简洁晓畅的语言和文笔，浅显的事例，娓娓道来，对什么是哲学、唯心论、二元论和唯物论，哲学与日常生活的关系，辩证唯物...",《大众哲学》艾思奇（作者）epub+mobi+azw3
"
内容简介
韩松经典科幻短篇全新修订
新世代的异化文明大集结
万众期待十年，神秘中篇
《美女狩猎指南》首度惊艳奉献

《宇宙墓碑》是韩松经典中短篇小说的全新修订合集。可以说正是这些作品奠定了韩松在...",《宇宙墓碑》韩松（作者）epub+mobi
"
内容简介
《金瓶梅》，除了当成“禁书”，还可以怎么读？
潘金莲心爱的梳妆镜与《红楼梦》中的太虚幻境有何关联？
西门庆手下的“伙计”是职业经理人的雏形吗？
明代的运河经济如何体现于餐桌上的冰湃鲥鱼和生...",《雪隐鹭鸶：《金瓶梅》的声色与虚无（精制精排）》格非（作者）epub+mobi
"
编辑推荐
精评馆藏名作 点亮艺术之眼。
“伟大的博物馆”系列丛书，是一套集鉴赏、普及、精评的作品，囊括了世界博物馆的全部精华。
该系列丛书是读懂西方艺术的不二之选，全书甄选一流绘画神品，解释精当，点...",《伟大的博物馆：都灵埃及博物馆》西尔维娅·埃诺迪（作者）epub+mobi
"
编辑推荐
苗力田主编的《亚里士多德全集》包括迄今所发现的亚里士多德的全部著作48种和一些残篇。它是自西方哲学进入我国百余年来第一部西方古典哲学家的全集，在国际上也是德、英、法、日等文以外的少数《亚...",《亚里士多德全集》苗力田（作者）epub+mobi+azw3
"
内容简介
文艺风格人像写真画册，致敬日本人像大师筱山纪信写真作品集。模特为百万粉丝网红""卧蚕儿”。摄影师与模特强强联合，远赴云南拍摄，推出该力作。随书附赠写真拍摄指导小册子，在作品欣赏之余，还能学...",《不知归处》双囍是朵花儿（作者）epub+mobi+azw3
"
内容简介
每个人都是旁观者，在偷窥别人的同时，也必然会成为别人的猎物……
所著小说皆被拍成影片的传奇作家
“新好莱坞时期”代表人物，百老汇史上最佳惊悚戏剧创作人
艾拉•莱文
Ira Levin
三次美国推理作...",《银色猎物》[美]艾拉·莱文（作者）epub+mobi+azw3
"
内容简介
唐奕梦回千年，亲眼见识了大宋的雍容华贵与温情。
起初他只想享受这个时代，什么靖康之耻、蒙古铁骑都与他无关。反正再怎么闹腾历史都有它自己的轨迹。
千年之后中华还是中华！亡不了！
但当那位...",《调教大宋》苍山月（作者）epub+mobi
"
内容简介
《Vue2实践揭秘》以Vue2的实践应用为根基，从实际示例入手，详细讲解Vue2的基础理论应用及高级组件开发，通过简明易懂的实例代码，生动地让读者快速、全方位地掌握Vue2的各种入门技巧以及一些在实际...",《Vue2实践揭秘》梁睿坤（作者）epub+mobi
"
内容简介
《数学分析（全3册套装）》是综合性大学和高等师范院校数学系本科生数学分析课程的教材。全书共分三册。第一册共六章，内容为函数、序列的极限、函数的极限与连续性、导数与微分、导数的应用、不定积...",《数学分析（套装全3册）》伍胜健（作者）azw3
"
套装书目
夏商周原来是这样
春秋原来是这样
战国原来是这样
秦朝原来是这样
魏晋原来是这样
南北朝原来是这样
五代十国原来是这样
宋朝原来是这样
清朝原来是这样",《历史中国书系（套装全9册）》姜狼 等（作者）epub+mobi+azw3
"
内容简介
《哈佛商业评论》英文版已经连续5年推出全球百佳CEO榜单，该榜单旨在衡量CEO的长期表现，评判标准是：CEO整个任期内，调整后的股东总回报以及市值增长。另有两项企业ESG（环境、社会和治理）的独立评...",《卓越CEO的尺度（哈佛商业评论）》哈佛商业评论（编辑）epub+mobi+azw3
"
套装书目
《博物馆里的活色生香》
《博物馆里的巅峰对决》
《博物馆里的神秘花园》
分册简介
这是一套轻松有趣的书，把高大上的博物馆镇馆之宝解读得非常接地气，让不熟悉西方宗教和文化的中国读者也能从...",《像看大片一样看博物馆(套装共3册)》美柔汀 等（作者）azw3
"
内容简介
“并不是一切都消失在了时间的长河里。那时，我们坚定地相信某种东西，拥有能坚定地相信某种东西的自我。这样的信念绝不会毫无意义地烟消云散”——十六年的彷徨迷惑，换来一场决然的巡礼之年，当最后一...",《没有色彩的多崎作和他的巡礼之年（精制精排）》[日]村上春树（作者）epub+mobi
"
内容简介
唐纳德·特朗普在世界的一片惊呼声中成为第45位美国总统。毫无从政经验、在竞选过程中的爆出一系列耸人听闻的言论、对女性缺乏基本尊重等等都让人们对特朗普感到担忧。如此情况下，特朗普为何还能胜选...",《非典型总统特朗普》财新传媒（作者）epub+mobi+azw3
"
内容简介
吉布森在《神經喚術士》中，創出Cyberspace/符控流域一詞，描繪出近未來一個絢爛無垠的虛擬空間。想像的未來在有生之年到來，吉布森先見之明的光環，讓他接下來的小說都備受觀注，成為公認當今最偉大...",《神經喚术士》[美]威廉·吉布森（作者）epub+mobi
"
套装书目
《狼牙》
《危机四伏》
《冰是睡着的水》
《最后一颗子弹留给我》
《刺客》
《如临大敌》
《狙击生死线》
《特警力量》
《子弹上膛》
《利刃出鞘》
《火凤凰》
《特战先锋》
《特种兵之...",《刘猛作品集（精制多看版，共13册）》刘猛（作者）epub
"
套装书目
《白发魔女传》（全2册）
《塞外奇侠传》
《七剑下天山》（全2册）
《江湖三女侠》（全3册）
《冰魄寒光剑》
《冰川天女传》（全3册）
《云海玉弓缘》（全3册）
《冰河洗剑录》（全4册）
《...",《梁羽生天山系列武侠小说系列（套装共38册）》梁羽生（作者）epub+mobi+azw3
"
内容简介
本书是一部评述现代西方哲学、社会思潮和伦理思想的著作。

原书出版于1969年。全书共分七章。作者在回顾了二十世纪前期，相对主义和实用主义对西方社会道德观点的影响之后，着重阐述了七十年代以...",《理想的冲突：西方社会中变化着的价值观念（精制精排）》[美]L.J.宾克莱（作者）epub+mobi
"
内容简介
《新批判主义》中笔者所发表的一系列有关中西文化和哲学比较的论文，涉及法制思想、伦理思想、言说方式、人生观、生死观、本体论、怀疑论、信仰和伪善等等问题，以及对牟宗三的康德研究的批评，对百...",《新批判主义》邓晓芒（作者）epub+mobi+azw3
"
内容简介
1889年，白朗宁在威尼斯逝世前不久，把一个镶嵌细工的木盒交托给他的儿子，里面珍藏着他和妻子间的全部书信。1898年，两位诗人间的情书公开发表，即两卷本《白朗宁——巴莱特书信集》，这洋洋一百万字...",《白朗宁夫人爱情十四行诗诗集（精制精排）》白朗宁（作者）epub+azw3
"
内容简介
《海路与陆路》是蒙元史、海外交通史专家刘迎胜教授近20年有关中外关系史研究成果的精选。全书分为海、陆两编。“海路编”从新的视角考察了“东洋”与“西洋”的概念，探求了郑和及其以前时代中国在西太平...",《海路与陆路：中古时代东西交流研究 (清华国学丛书)》刘迎胜（作者）epub+mobi
"
内容简介
“巴别会”是某大学里的一个读书会。本书由跟“巴别会”有关的五个短篇小说构成。《家有丧事》、《北之馆的罪人》、《山庄秘闻》、《玉野五十铃的荣誉》、《羊群的晚餐》五个故事，分别围绕主仆关系、亲...",《羔羊的盛宴》[日]米泽穗信（作者）epub+mobi
"
内容简介
《远方的鼓声》是村上春树的游记，时间为1986-1989年，游历地区为欧洲，主要为希腊、意大利两个国家。“一天早上睁眼醒来，蓦然侧耳倾听，远处传来鼓声。鼓声从很远很远的地方、从很远很远的时间传来...",《远方的鼓声》[日] 村上春树（作者）epub+mobi+azw3
"
内容简介
◎ “新兴强国”与“老牌霸主”之间，战争是否真的不可避免？
战争爆发的动机是政体的差异？抑或是人性的共通——对权力和财富的贪婪与狂热？
◎ 西方古典文明研究学者徐松岩教授倾力译注18载，2017全新修...",《伯罗奔尼撒战争史（详注修订本，套装上下册）》[古希腊]修昔底德（作者）epub+mobi+azw3
"
内容简介
读完《12堂魔力数学课》，你定会为你上学期间没机会读到这样的数学书而感到懊恼不已！
《12堂魔力数学课》作者阿瑟·本杰明是享誉全球的“数学魔术师”，他独创性地将许多人避之唯恐不及的数学与许多人...",《12堂魔力数学课》阿瑟·本杰明（作者）epub+mobi+azw3
"
套装书目
《吉祥纹莲花楼·朱雀卷》
《吉祥纹莲花楼·玄武卷》
《吉祥纹莲花楼·青龙卷》
《吉祥纹莲花楼·白虎卷》
分册简介
《朱雀卷》
　　一步天下，一步江湖，昔日惊才绝艳的“四顾门”门主李相夷，如今...",《吉祥纹莲花楼完美典藏版（套装全4册）》藤萍（作者）epub+mobi+azw3
"
内容简介
1.《百家讲坛》主讲人郦波、钱文忠、蒙曼、康震、张一清，《中国汉字听写大会》文化嘉宾孟蓬生亲笔撰写，开辟“名家解读”栏目，带读者触摸汉字温度，探寻文化深度。 　　
2.汉字文化全民读本，传统文...",《我的趣味汉字世界（套装共4册）》中国汉字听写大会栏目组（编著）epub+mobi+azw3
"
内容简介
‧纽约时报畅销书榜第1名！电影【我就要你好好的】原著小说。【冰与火之歌】艾蜜莉亚克拉克、【飢饿游戏】山姆克来弗林 主演。
‧全球销售超过六百万本　各大媒体佳评如潮
‧连续四年佔据英国亚马逊网...",《遇見你之前（英文原版）》Jojo Moyes（作者）epub+mobi+azw3
"
内容简介
大卫•休谟的杰作《英国史》创作历时十五年，全书超过一百万字，再版超过一百次，讲述了从罗马—不列颠时代到光荣革命的英国历史，一经上市上市便成为畅销书，并一举使休谟跻身历史学家行列。英国史Ⅲ（...",《英国史·卷三（精制精排）》[英]大卫·休谟（作者）epub+mobi
"
内容简介
现在应该做的是揭露，而非控诉。
二十一个国家的亲历者，数百次采访，数千份第一手资料
全景展现“二战”欧洲战场的最后一百天，揭开希特勒第三帝国毁灭的秘密
《最后一百天：希特勒第三帝国覆亡记...",《最后一百天：希特勒第三帝国覆亡记》约翰·托兰（作者）epub+azw3
"
作者简介
古龙，原名熊耀华，籍贯江西，汉族。1938年6月7日生于香港。
著名武侠小说家，新派武侠小说泰斗，与金庸、梁羽生并称为中国武侠小说三大宗师。代表作有《多情剑客无情剑》、《绝代双骄》、《英雄无...",《古龙作品集（精制多看/kindle版，套装共89册）》古龙（作者）epub+mobi
"
内容简介
《英语语法红宝书》共分为24个章节，包含197个语法点，配备1300多个练习。从词类到句型，涵盖所有核心语法内容，难易程度适合所有层次英语学习者。例句优美，多为名言佳句或充满人生哲理的句子，语法...",《新航道•英语语法红宝书》胡敏（作者）epub+mobi+azw3
"
内容简介
随着余额宝等各种理财新方式的横空出世，理财再一次引领社会热点话题榜。作为近年来最受大众关注的一个方向，理财方法成为了一个热点。从零基础到各种投资方法的介绍，从来不缺少受众群体。现实生活...","《工作前5年,决定你一生的财富》三公子（作者）epub+mobi"
"
内容简介
修真故事，讲一个没落门派如何在臭美猴，捣蛋精，刻薄鬼，二百五和小杂毛的手里重振的故事",《六爻》priest（作者）epub+mobi+azw3
"
内容简介
为了鼓励和帮助年轻的朋友继承和发扬我国优秀的文化传统，笔者不揣谫陋，编写了这本学词和填词的工具书。本书的内容包括词学、词谱、词韵三个部分。词学部分简述了读词填词需要掌握的基本知识；词谱...",《填词与品词入门》田松林（作者）epub+mobi+azw3
"
内容简介
前一世，所谓的血脉至亲告诉她，能为家族利益献身是她身为任家女子一生最大的荣耀。
结果她与姐姐反目成仇，让母亲垂泪早逝，累父亲血溅箭下……
重生于幼学之年，她再不是那任人摆布的棋子！
心怀...",《嫡谋》面北眉南（作者）epub+mobi
"
套装书目
《人类尸体的奇异生活》
《科学碰撞“性”》
《太阳系三环到四环搬迁纪要》",《玛丽·罗琦作品集（套装共3册）》[美]玛丽·罗琦（作者）epub+mobi
"
内容简介
两次鸦片战争实为中国历史之转折，传统的国家进入了近代的世界。在此转折关头的若干细部，不可不察。作者由此考察了两次鸦片战争的军事：清朝的军费、兵力、装备、训练水平，以披露西方新敌面前的“天...",《近代的尺度：两次鸦片战争军事与外交》茅海建（作者）epub+mobi+azw3
"
内容简介
3位默默无闻的巴西人，以金融业起步，最终实现了惊天逆袭，鲸吞百威、汉堡王、亨氏、卡夫、提姆霍顿等巨头，缔造出3000亿美元的超级帝国。其巨大的胃口和锋利的牙齿，惹恼了包括奥巴马在内的诸多美国...",《3G资本帝国》克里斯蒂娜·柯利娅（作者）epub+mobi+azw3
"
短篇目录
《驾驶我的车》
《昨天》
《独立器官》
《山鲁佐德》
《木野》
《恋爱的萨姆沙》
《没有女人的男人们》
分册简介
1、《驾驶我的车》：最早发表于《文艺春秋》（2013年12月号）。舞台剧演员家...",《没有女人的男人们（精制精排）》[日]村上春树（作者）epub+mobi
"
内容简介
《大数据时代》是国外大数据研究的先河之作，本书作者维克托•迈尔•舍恩伯格被誉为“大数据商业应用第一人”，拥有在哈佛大学、牛津大学、耶鲁大学和新加坡国立大学等多个互联网研究重镇任教的经历，早...",《大数据时代：生活、工作与思维的大变革（精制多看/Kindle版）》维克托·迈尔·舍恩伯格（作者）epub+mobi
"
内容简介
《印度：百万叛变的今天》是诺贝尔文学奖得主V.S.奈保尔代表作“印度三部曲”第三部，也是激情四射、饱含争议的V.S.奈保尔写印度最深沉、最公允的作品。

V.S.奈保尔第三次来到印度。奈保尔以孟买为...",《印度三部曲3：百万叛变的今天》[英]V·S·奈保尔（作者）epub+mobi
"
内容简介
《印度：受伤的文明》是诺贝尔文学奖得主V.S.奈保尔代表作“印度三部曲”第二部，也是奈保尔对对印度的观察和书写最焦灼的书。

奈保尔第二次来到印度，此时正值甘地夫人宣布进入“紧急状态”的高潮。...",《印度三部曲2：受伤的文明》[英]V·S·奈保尔（作者）epub+mob09
"
内容简介




大卫·休谟的杰作《英国史》(6卷本)创作历时十五年，全书超过一百万字，再版超过一百次，讲述了从罗马—不列颠时代到光荣革命的英国历史，甫一上市便成为畅销书，并一举使休谟跻身历史学家行列...",《英国史·卷二（精制精排）》[英]大卫·休谟（作者）epub+mobi
"
内容简介
巴恩博编著的《摄影的艺术》是经典之作《摄影的艺术》的最新修订版（原版于1994年出版），这部著作被认为是最具可读性、最易理解和最全面的摄影教科书。现在，它已经更新了数码摄影的内容。这本书有...",《摄影的艺术》Bruce Barnbaum（作者）epub+mobi
"
内容简介
无比理性，无比忠诚，可以为毫无意义的荒谬理由献身，却不能抛弃与生俱来的高贵人性。
德意志军人的悲歌。
全球累计销量5000万册，关于二战的最著名畅销小说。
现代惊险小说之父杰克·希金斯代表作...",《德国式英雄（精制多看版）》[英]杰克·希金斯（作者）epub+mobi
"
内容简介
《容斋随笔》为宋代学者洪迈穷40余年之功编纂而成。其内容博大精深，广涉历代治乱兴衷、纵横韬略、处世为人、文坛趣事、历史珍闻等，向来为治国者所珍爱。

书中内容博大，从经史子集到诗词文翰，...",《容斋随笔》[南宋]洪迈（作者）epub+mobi
"
内容简介
六篇精致唯美的小故事，串联成平凡世界的众生相。
我们都是匆匆过客，不能像虫媒花那样成为舞台的主角，只能成为一株风媒花，让自己的明天任凭命运之风的摆布。
但是，请相信，我们的努力会让世界...",《光媒之花》[日]道尾秀介（作者）epub+mobi
"
内容简介
梁实秋、唐鲁孙，两位美食家给我们留下了关于旧京风物与美食的掠影；美食家戴爱群、鲁菜名厨张少刚爬梳文字，进而寻找原料、操弄锅铲，将美食家的文字变为现实：恢复传统的烹饪技法，实实在在地复制...",《先生馔：梁实秋唐鲁孙的民国食单》戴爱群（编著）epub+mobi+azw3
"
内容简介
本书分为6篇21章，第一篇为Office 2016基础篇，包括第1～3章，主要介绍了Office办公组件操作界面、共同操作等。第二篇为Word 2016应用篇，包括第4～7章，主要介绍了Word文本的输入和格式编排、图文结...",《新编Office 2016应用大全》华文科技（作者）azw3
"
内容简介
★ V.S.奈保尔将深具洞察力的叙述和不受世俗侵蚀的探索融为一体，迫使我们去发现被压抑历史的真实存在。——诺贝尔文学奖颁奖辞
★有一种人远离了故乡，却比故乡的任何人都更了解那里。V.S.奈保尔就是这...",《印度三部曲1：幽暗国度》[英]V·S·奈保尔（作者）epub+mobi
"
套装书目
Killing Floor (Jack Reacher1)《地狱蓝调》
Die Trying (Jack Reacher 2)《至死方休》
Tripwire（(Jack Reacher 3)《一触即发》
The Visitor (Jack Reacher 4)《索命访客》
Echo Burning(Jack R...",《“浪子神探”杰克·雷彻系列小说（英文原版，共22本）》李·查德（作者）epub
"
内容简介
見證衝突，見證苦難，見證希望
了解新興俄羅斯、喬治亞人、亞美尼亞人、亞塞拜然人、東歐局勢　最重要的一本書
波蘭國寶記者卡布欽斯基華文世界首次推出中文版
直視古老帝國俄羅斯的靈魂深處
當...",《帝國：俄羅斯五十年（台版繁体，精制精排）》瑞斯札德·卡普钦斯基（作者）epub+mobi
"
内容简介
两百年前的蓝河战场，光明帝国最后的军团在魔族的喧嚣声中崩溃，帝国最后的元帅和皇帝战死。混乱的西川大陆上没有了共同的君主，群雄并起而混战，武力是生存下去的唯一本钱，制霸天下，是一代代强者...",《紫川（精制多看/Kindle版）》老猪（作者）epub+mobi
"
内容简介
斯普特尼克，苏联人造卫星的名字，意思是“旅伴”。沉湎于创作的少女堇，突然宣称“爱”上了她的音乐同道、年长17岁的敏，成了她欧洲之行的旅伴。然而，在希腊的小岛上，堇却神秘地失踪了，因为她发现，“...",《斯普特尼克恋人（精制精排）》[日]村上春树（作者）epub+mobi
"
内容简介
王实甫的《西厢记》与白朴的《墙头马上》、郑光祖的《倩女离魂》、关汉卿的《拜月亭》一起，被誉为元杂剧中的四大爱情剧。
《西厢记》全名《崔莺莺待月西厢记》，取材于唐元稹的《莺莺传》。成书于...",《西厢记（精制多看弹注本）》王实甫（作者）epub+mobi
"
内容简介
他是冲龄继位的少年天子，文韬武略，傲视苍生天下尊。朝堂纷争，他被迫大婚。
她是出身权贵的宰相之女，才貌双全，养在深闺人未识。一朝为后，她遭受冷遇。
他是温文尔雅的亲贵裕王，品貌非凡，辅...",《离凰（套装共3册） 》猗兰霓裳（作者）epub+mobi
"
内容简介
尼山书院，是孔子精神的象征，也是中国传统文化的圣地和中国精神的象征。本书作者潜心尼山，博览群书，皓首穷经，含英咀华，厚积薄发，从“十三经”元典中提取二十六个最重要的主题词，效法先哲，分二...",《尼山书院的二十六堂国学课》刘建华（作者）epub+mobi+azw3
"
内容简介
《冥河的摆渡者:康德的》所着力强调的正是这样一种界限，每个观点和另一个观点这间的过渡和关联。当然，作为一本导读和入门性质的书，《冥河的摆渡者:康德的》有些说法过于简单了，希望真正有心深研...",《冥河的摆渡者：康德的《判断力批判》》邓晓芒（作者）epub+mobi+azw3
"
内容简介
《J.M.库切传》是由J.C.坎尼米耶所著，诺贝尔文学奖、布克奖、耶路撒冷奖得主库切的唯独正式授权传记。70年跨度、16部手稿、被歪曲的事实、被隐秘的历史，首次全面公开。J.M.库切无疑是神秘的，他极...",《J.M.库切传》[南非]J.C.坎尼米耶（作者）epub+mobi+azw3
"
内容简介
在众多的散文选本中，本书可能呈现如下特点： 一、它是以一个世纪为单位的优秀散文文本的汇集，因而无疑从不同的方位、不同的层面给人们留下一个世纪尽可能多的历史细节和情感智慧流程； 二、这是一...",《20世纪中外散文经典评点珍藏本（全）（精制精排）》北河 等（作者）epub+mobi
"
内容简介
本书是日本当代作家村上春树的1991―1996年创作的短篇小说集，共7篇。其中有特色的是幻想鬼怪之作和游戏夸张之作，有写深夜的幽灵、地底的怪兽，以及浑身结冰的“冰男”的结婚和定居南极的故事。
书籍...",《列克星敦的幽灵（精制精排）》[日]村上春树（作者）epub+mobi
"
套装书目
《再不远行，就老了！2》
《一步一如来2：京都朝圣旅人书》
《和这个世界,正面相遇》
《拉萨,时光静默如谜》
《只愿,与最美的时光同行》
《野性的旅程》
《风吹樱花落尘泥》
《和这个世界温柔...",《带你去看世界好书系列（套装共8册）》王泓人 等（作者）azw3
"
内容简介
一个术士支配一切的主物质位面里面。强大的术士拥有翻江倒海的恐怖力量。他们抓捕神灵、奴役恶魔、殖民支配了一个又一个的位面，繁华鼎盛到了极点，开创了一个又一个繁华璀璨，强大无比的术士皇朝。 ...",《机械神皇》资产暴增（作者）epub+mobi
"
内容简介
本书收录八个短篇。主人公都是武士时代的上班族，每天到藩城里工作，下班回家还得搞些副业补贴家用。藤泽周平擅长透过出身卑微的武士，将小人物的喜怒哀乐刻画得淋漓尽致，人、情、景清淡细腻却纠结...",《黄昏清兵卫》[日]藤泽周平（作者）epub+mobi
"
内容简介
第一次见面，他即明白她的心灵濒临崩溃的边缘，他花了5年的时间才得以与她的17个分身相遇……

卡伦会突然不认识自己同床共枕的丈夫，她会突然想不起自己的两个孩子是怎么来的？她会像转换开关一样，...",《17个分身》[美]理查德·贝尔 （作者）epub+mobi
"
内容简介
2014年是甲午战争120周年，对于中国历史而言，甲午战争是一个重要的事件。本书邀请姜鸣、马勇、姜建强、雷颐、张鸣、冯玮等人从甲午战争中国战败的原因，对今日中国、日本的不同影响等视角出发重新审...",《甲午两甲子：忆与思》【甲骨文丛书】姜鸣（作者）epub+mobi
