jianjie,name
内容简介;熙宁二年，登基不到两年的宋朝皇帝赵顼大胆启用了“负天下之望三十年”的王安石，准备开始他雄心勃勃的改革，以应付宋朝建国一个世纪后日积月累的政治、社会、经济、军事难题。从历史的角度来看，这场改革...,《新宋三部曲》阿越 epub
内容简介：梁羽生，原名陈文统，中国著名武侠小说家，与金庸、古龙并称为中国武侠小说三大宗师，被誉为新派武侠小说的开山祖师。在上世纪六七十年代，他和金庸共同扛起了新派武侠小说的大旗，梁羽生摒弃了旧派武...,中亚自购破解：《梁羽生武侠小说34部合集》（上+下 共100册） azw3
,《大清盐商》南柯 epub
促销专场请移步：点我今天亚马逊推出了Kindle电子书镇店之宝专场活动，活动仅限今天。活动图书种类丰富多样，多以套装书为主，价格也是较平日降了很多，机会很是难得。即使手头没有Kindle硬件设备，手机或平板装...,中亚促销： 亚马逊中国 Kindle电子书 镇店之宝    鱼羊野史、弗洛伊德文集、巴金文集等
简介一名骁勇的士兵，一次离奇的穿越，一个三界不分的混乱年代，一段热血而孤独的修行之路......,《太玄战记》 风御九秋 epub
,《紫阳》 风御九秋 epub
,《14号门》【美】彼得·克莱斯 epub
购买地址：点我内容简介：《吕思勉讲中国历史：一部深入中国历史骨髓的经典之作》原名《吕著中国通史》，为吕思勉先生两大通史巨作之一，也是民国时期中国文化史研究的压卷之作。本书是抗日战争时期上海沦陷为“孤...,中亚优惠：《吕思勉讲中国历史》Kindle版    2元
购买地址：点我内容简介：《国学知识大全》是吕思勉先生为指导青年学子阅读国学的开示门径之作，写就于先生的学术盛年期，在民国时期一经出版，即受到当时的国学爱好者和整理者的大力追捧，一时有洛阳纸贵之誉。...,中亚优惠：《国学知识大全》 Kindle版    1.19元
,《底牌》【全本】阿梅 epub
,《龙战在野》【全本】黄易epub
,《赫氏门徒》【全本】冷钻 epub
,《独步天下》【全本】李歆 epub
,《十州风云志》【全本】知秋 epub
,《青帝》【全本】 荆柯守 epub
,《十四年猎诡人》【全本】李诣凡 epub
内容简介本书以“深入历史与跳出历史”的原则，描写了距今1800多年的错综复杂的历史进程和波澜壮阔的争霸战争。小说以豹子李弘以一介奴隶的身份救出鲜卑大帅，逃回大汉，由一个普通士卒开始，屡立奇功，成为将军，...,《大汉帝国风云录》猛子（作者） epub+mobi
,《死神的精确度》【日】伊坂幸太郎 epub
,"《那片星空,那片海》【校对版全本】桐华 epub"
内容简介： 秦鹏大学医学研究院秘密研发的生化武器——K55被盗。白雪覆盖的滑雪场，深埋其中的致命毒物。当气温超过10℃，毒气将会散发。3亿日元的勒索。真凶却意外死亡。留下的，是生者的生存游戏……静谧雪原中...,《疾风回旋曲》【日】东野圭吾 epub
内容简介       1966年，哈格雷夫夫妇年仅8岁的儿子意外溺死，夫妇二人从此陷入无尽的悲伤与孤寂。然而，多年后的一天，他们亲手埋葬的儿子再一次站在了家门前，声音和样貌一如五十年前那个...,《亡者归来》[美]詹森·莫特 epub
内容简介1905年，发生了上百起政治暗杀！　　孙中山、陈独秀、蔡元培、鲁迅……他们不是正在被人暗杀，就是在去暗杀别人的路上！重新解构中国历史上悬案、疑案最多的时代！1905年，中国近代史上最惨烈的“暗杀时代”...,《暗杀1905》（全三册） 巫童 epub
内容简介：《白门柳》系列大结局，作者权威修订版本！ 一部讲述传统知识分子**乱象的史诗！ 茅盾文学奖中最值得反复品味的历史小说！ 从37岁写到53岁，耗费作者16年光阴的史诗巨著！ 千百年...,《白门柳》（全3册） 刘斯奋 epub
,《灭运图录》【全本】爱潜水的乌贼 epub
购买地址：点我‍内容简介　　 “过去50年来，在世界范围内遭到杀害的女孩，比整个20世纪死于所有战争的男性还要多。仅仅因为她们的性别。”在普利策新闻奖得主尼可拉斯·D ·克里斯多夫和雪莉·邓恩夫妇这对有丰富联合...,中亚优惠：《天空的另一半》Kindle版    5.99元
内容简介  《货币简史》主要内容简介：从雅蒲岛上硕大的石头，到古希腊的铜币，从欧洲的金银，到近代的金本位，乃至如今与美元挂钩的汇率制度，在这部伴随着人类发展的漫长的货币史中，究竟隐藏着怎样的货币...,《货币简史》（扫描版）（美）约翰.K.加尔布雷 PDF
简介多少次冷眼嘲笑，在刺眼的阳光下；多少次不屈怒吼，在不朽的记忆中！那些年，兄弟并肩，谁人定我去与留？那些年，手足相依，谁人阻我杀与伐？点一盏灯，扛一面旗，活一口傲气，做一世兄弟，那是我们的辉煌岁...,《辉煌岁月》 纯银耳坠 epub
内容说明：　　 　　上古封神之战的秘密，由一个都市少年揭开，一件神奇的**，述说了当年佛与道的秘密……　 　　天纵奇才周青横空出世，机缘巧合，在天地人魔之界，道佛仙妖之门任意穿梭，游刃有余，扶...,《佛本是道》梦入神机 epub
,《残袍》 风御九秋 epub
内容简介：《X密码》是超级畅销书作家何马潜心打造的最新悬疑巨著，延续了《藏地密码》的奇妙、神秘以及悬念，甚至更胜一筹。从第一页开始，书中的每一个诡计都逻辑精妙，经过细细考究；每一层悬念都让人欲罢不能...,《X密码》何马 epub
内容推荐她，出身寒门，八岁进宫，是明宣宗的皇后，明英宗的生母。她，以贵妃身份，得享与皇后一样的金册金宝之礼，“皇贵妃”一称由她而始；她，尚在世，就被尊为“圣烈慈寿皇太后”，给在世的皇后与太后上宫闱徽号...,《孝恭皇后》（全三册）原铨 epub
,《极花》贾平凹
作品简介历史系副教授出身的副市长穿越至大唐天宝十一载夏天的长安，成为张九龄的幼子、帝都名门的浪荡公子张瑄……,《天唐》格鱼 epub
内容简介：《切尔诺贝利的回忆:核灾难口述史》:1986年4月26日，当切尔诺贝利核电站的反应堆发生爆炸，邻近的白俄罗斯居民失去了一切。一些人当场死亡，更多的人被撤离，被迫放弃一切家产。成千上万亩土地被无污染...,《切尔诺贝利的回忆：核灾难口述史 》 斯维特拉娜·阿克谢耶维奇 epub
内容简介：《求索中国：文革前十年史》横跨中华人民共和国1956-1966年这十年的历史。“文革”前十年的历史曲折复杂，经验极其丰富，“文革”的发生，中国特色社会主义道路的探索，上溯其源，盖出于此。    ...,《求索中国-文革前十年史》（上下两册全） epub
内容简介    《万物的签名》是伊丽莎白·吉尔伯特第一本虚构类作品，与她过去的作品完全不一样。书名“万物的签名”源自一位16世纪的德国神秘主义者所提出的理论，他认为上帝在每种植物的形状和形态上都刻...,《万物的签名》 伊丽莎白·吉尔伯特 epub+mobi
【内容简介】「一小时」是知乎推出的一系列短小精炼的电子书。我们邀请了知乎各专业领域的知友在书中分享他们的知识、经验和见解。 这里既有日常经济分析，也有人文历史，既有职场经验，也有生活中的科学。...,《知乎一小时 深度短时阅读（第三季）》套装共八册 epub+mobi+azw3
,《耶路撒冷三千年》  蒙蒂菲奥里 epub
简介世间无鬼，痕迹学，能解释一切灵异案件。一个被警校开除的隐没奇才，揭秘灵异大案和血腥案件的内幕：鬼叫餐案、演艺圈养小鬼、降头术杀人案、鬼“月抛”、色魔案……黑岩阅读网首本以痕迹学解读灵异案件的大作、...,《谋杀禁忌》 黑眼圈 epub
,《太浩》无极书虫 epub
内容简介：       北疆曾经流传这样一个传说：“在那沙漠深处，在魔鬼与天神共舞的世界尽头，埋葬着一千口棺材。”1934年瑞典考古学者贝格曼找到了这个“被魔鬼守护”的千棺坟塜，并将其命...,《考骨纪-北疆生死契》（精排版）张硕 epub
内容简介：　　《蒋介石评传》内容简介：蒋介石飞黄腾达之后，日理万机，仍不能忘怀传统宗法意识，对寻根认祖，兴趣极浓，以至于一再修谱，甚至于一九四八年，国共内战已打得不可开交、蒋政权已摇摇欲坠时，仍要...,《蒋介石评传》李敖 epub
"
内容简介
一梦醒来，面对三百年前的江宁织造曹府。
 康熙渐老，大变将生；九龙张目，蓄势待起。
 不知几家繁华似锦，几家大厦将倾，江南曹家盛极而衰。
 为了亲人，为了自己，重生的曹颙认真地生活着……

...",《重生于康熙末年》雁九（作者） epub
《中国古代禁毁言情小说》包括了：《归莲梦 隔帘花影》、《五美缘山水情》、《隋炀帝艳史 风流和尚 桃花扇》、《空空幻 春秋配二刻醒世恒言》、《五色石 八洞天 五凤吟》、《欢喜冤家清风闸》、《八段锦 十二楼 ...,《中国古代禁毁言情小说》（18册） epub
内容简介六天前，马克·沃特尼成为了第一批行走在火星上的人。如今，他也将成为第一个葬身火星的人。一场突如其来的风暴让阿瑞斯三船员被迫放弃任务。撤离过程中，沃特尼遭遇意外，被孤身一人丢在了这片寸草不生的...,《火星救援》安迪·威尔 epub
,《星空王座》【全本】朱邪多闻 epub
,《三千美娇娘》【全本】紫钗恨 epub
,《斜风》【全本】紫钗恨 epub
,《黑旗》【全本】紫钗恨 epub
,《长风》【全本】紫钗恨 epub
,《2666》【智利】罗贝托·波拉尼奥 epub
,《肯·福莱特悬疑精选套装（5册）》【英】肯·福莱特 epub
,《翻译官》缪娟 epub
,《异人傲世录》【全本】 明寐 epub
,《天下》【全本】 高月  epub
,《官居一品》【全本+番外】 三戒大师 epub
"

 ",《和空姐同居的日子（全本Ⅰ+Ⅱ）》 三十（作者） epub+mobi
内容简介　　《活色生香》，一部以中国电影业发展为主线脉络的优秀作品，作者的专业知识奠定了此书的可看性，作者言简意赅的老练文笔则是这部作品大热的根本所在。这个题材我们所有的作者们，都是因为根本无法接...,《活色生香》司马（作者）epub
,《锦衣笑傲行》【全本】 普祥真人 epub
,《七品封疆》【全本】 普祥真人 epub
,《十九路军战记》【全本】 尼莫
,《无耻妖孽》【全本】 牛语者 epub
,《官仙》【完美精排】 陈风笑 epub
‍内容简介：‍本系列包括《海底两万里》《八十天环游地球》《地心游记》《环月飞行》《从地球到月球》《格兰特船长的儿女》（上下册）《机器岛》《气球上的五星期》《神秘岛》（上下册）九本书。 《海底两万...,《凡尔纳科幻经典》(插图版·全译本)(套装共11册)  【法】儒勒·凡尔纳 epub+azw3（中亚原版）
,《永镇仙魔》 知白 epub
"

 
内容简介
这是一个支离破碎的角落，这是一个被遗忘的世界。
那一天，是宁城最失意的时候，那一天，他被硬生生的带到了这里。
这个角落因为有了宁城，将在浩瀚星空中留名，这个世界也因为有了宁城...",《造化之门（校对全本）》鹅是老五（作者）epub+mobi
一个毛头小子来到了贞观初年的唐朝，陪同他的，只有一匹同样落难的野马。他不懂政治，也不懂军事，他不能翻云覆雨，也不能乾纲独断，但他注定要改写这段由剑和笔渲染的时代：长孙不再早逝，李靖不再抑郁，李承乾...,《唐砖》【校对全本+番外】 孑与2 epub
内容简介：费城的第一个春日，阿加莎从监狱里逃了出来。此时的她已经在里面老老实实地待了30年，再过很短的时间，就可以刑满释放。是什么，让她选择在这个时候冒险越狱呢？,《幸福的另一种含义》【法】马克·李维 epub
"
内容简介
这是一本极为优秀的人生哲理书，但从根本上讲，这本书更能扩大我们的日常视野，让我们从简单的生活开始学习知识。通过这本书，我们不仅可以接触到大量的动物和植物学知识，还能了解到更多的人文、地...",《瓦尔登湖》亨利·梭罗（作者）epub+mobi
,《夜天子》【全本】作者：月关 epub
,《回到明朝当王爷》【全本】作者：月关 epub
 ,《罪恶之城》【全本】作者：烟雨江南 epub
,《狩魔手记》【全本】作者：烟雨江南 epub
,《弄潮（又名：掌舵者）》【全本+番外】作者：瑞根 epub
,《步步生莲》【全本】作者：月关 epub
,《锦衣夜行》【全本】作者：月关 epub
,《亵渎》【全本+番外】作者：烟雨江南 epub
,《尘缘》【全本】作者：烟雨江南 epub
,《死亡名单》【全本】作者：饕餮居士 epub
,《我当道士那些年》【全本】作者：仐三 epub
,《南衙纪事》【全本】作者：欧阳墨心 epub
,《无心法师》【全本】作者：尼罗 epub
,《冒牌大英雄》【全本】作者：七十二编 epub
,《阳神》【全本】作者：梦入神机 epub
,《龙蛇演义》【全本】作者：梦入神机 epub
,《间客》【全本】作者：猫腻 epub
,《将夜》【全本】作者：猫腻 epub
,《官道无疆》【全本】 瑞根 epub
,《王朝之剑》【全本】 边城浪子 epub
,《无限恐怖》【全本】 张恒 epub
,《上品寒士》【全本】 贼道三痴 epub
,《民国投机者》【全本】 有时糊涂 epub
,《明朝伪君子》【全本】 贼眉鼠眼 epub
,《极具恐怖》【全本】 弹指一笑间 epub
,《无尽武装》【全本】 缘分0 epub
,《夜不语诡秘档案》【全本】 夜不语 epub
"

豆瓣评分: ★★★★  7.3(115人评价)(豆瓣书评)



内容简介
《醉枕江山第一部(五冊套書)》
野人俠客館，大陸新歷史小說三大名家
歷史小說霸主 月關 首部非穿越作品，繼《錦衣夜行》再起風雲！
★ 千萬人...",《醉枕江山》月关（作者） epub+mobi
,《捉鬼实习生》【全本】作者：可蕊 epub
,《晚明》【全本】作者：柯山梦 epub
,《烽烟尽处》【全本】作者：酒徒 epub
,《九州牧云录》【全本】作者：管平潮 epub
,《汉魏文魁》【全本】作者：赤军 epub
,《危险拍档》【全本】作者：常书欣 epub
,《商海谍影》【全本】作者：常书欣
内容简介：一段由神秘圣旨和鱼形令牌打开的历史，一颗从汉唐跳动至今的帝国雄心你将徘徊在真实与梦想之间：华夏帝国最纠结的怛罗斯之战、唐朝名将高仙芝、强大的黑汗王朝、说不尽的碎叶城、代表着强大帝国光荣的...,《唐骑》（全集精排）作者：阿菩 epub
,《男儿行》【全本精排】 作者：酒徒 epub
内容介绍：《武道狂之诗》是乔靖夫 Jozev 所著的小说，香港版由天行者出版有限公司 出版发行，台湾版由 盖亚文化 出版发行。香港版小说封面及插图者为门小雷 。台湾版小说封面及插图者为 HIROSHI ...,《武道狂之诗》作者：乔靖夫 （1-10卷套装） epub
,《庆余年》【全本】作者：猫腻 epub
"
内容简介
无财无势小法医，穿越时空，回到明朝当仵作。
小法医遇上雪崩，带着一堆器械穿越时空，回到大明，变身小仵作，重操“旧业”。
殷家少奶奶白氏和她的妹妹被人残忍地杀死在房中。现场的证据指向了管家...",《纳妾记》沐轶（作者） epub+mobi
内容简介：《国史大纲(修订本)(套装共2册)》是一部中国通史，因用大学教科书体例写成，不得不力求简要，仅举大纲，删其琐节。内容于学术思想，政治制度，社会风气，固祭形势，兼有顾及，惟但求其通为一体，明其治...,《国史大纲》 作者：钱穆 epub
内容简介：苏茜很小就知道，她的人生不属于自己，不能用家族的姓氏，不能有自己的梦想，她活着的使命便是追寻真相，找出围绕在她外祖母身上的谜团，缝补自己遗失在童年里的人生。　　40年前，苏茜的外祖母莉莉安...,《比恐惧更强烈的情感》【法】马克·李维 epub
内容简介：一百年前，画家拉德斯金在穷困潦倒中病逝，留下了最后遗作《红裙女子》。一百年后，为了追寻这幅神秘的画作，古画鉴定专家乔纳森千里迢迢赶往伦敦，在那里邂逅了画廊主克拉拉，一个同样痴迷拉德斯金画...,《在另一种生命里》【法】马克·李维 epub
内容简介：中国的四大名著是《三国演义》、《水浒传》、《西游记》、《红楼梦》。这四部著作历久不衰，是汉语文学史中不可多得的经典作品。其中的故事、场景、人物已经深深地影响了中国人的思想观念、价值取向。...,《四大名著》 epub
内容简介：《年轮》中的主人公经历了二十世纪六十年代的自然灾害，过早地尝到了生活的艰辛；轰轰烈烈的“**”，使他们激扬过也失落过；神奇的北大荒曾使他们热血沸腾，也令他们迷茫无奈。他们有中国传统的家庭亲情...,《年轮》 作者：梁晓声 epub+mobi
内容简介：她叫凯拉，是一名考古学家；他叫阿德里安，是一名天体物理学家，希望揭开宇宙起源的奥秘。他们是分离了15年的初恋情人，15年后，是什么力量将他们的命运重又紧密缠绕在一起？,《第一夜》【法】马克·李维 epub
本套丛书包括：《草房子》、《青铜葵花》、《细米》、《山羊不吃天堂草》、《根鸟》、《三角地》和《甜橙树》。　　●《草房子》畅销十二年、印刷逾百次、荣获海内外九项大奖、感动百万中国人的儿童文学经典，被无...,《曹文轩文集精华版合集》（共7册）epub+mobi+azw3
内容简介：“为了正义，我们必须去求唐·柯里昂。”向唐·柯里昂求助的人，希望从不会落空。他说一不二，不许空头支票，他是黑手党的教父，他主宰着纽约的地下世界，他是弱者的守护神。你只需要拿出真诚的友谊，就能...,《教父》三部曲典藏版套装 epub
内容简介：《焦氏易林注(第三版)(套装共2册)》源于《易经》，然与之又有迥异独特之处。《易经》共有卦爻辞450条，《易林》有4096占卦变之辞，较之《易经》卦爻辞有10倍之多，从而极大地丰富了信息内容。《焦氏易...,《焦氏易林注》(第三版)(套装共2册)  epub
购买链接：点我杂志简介：《科幻世界》创刊于1979年，是中国最具影响力的专业科幻出版机构之一。 科幻世界杂志社不定期地推出《星云》，以刊登一些优秀原创中长篇科幻小说；此外，还与多家出版社策划了“世界科幻...,中亚 《科幻世界》2015年合集 Kindle版   优惠价： 8.99元
内容简介：故事讲述单亲女孩迪伦，15岁的世界一片狼藉：与母亲总是无话可说，在学校里经常受到同学的捉弄，唯一谈得来的好友也因为转学离开了。这一切都让迪伦感到无比痛苦。她决定去看望久未谋面的父亲，然而，...,《摆渡人》【作者：英·克莱儿 · 麦克福尔/译者：付强】epub
购买链接：点我内容简介： 一扇了解语言器官、破解语法基因、进入人类心智的大门； 一个关于语言问题最权威的答案； 一些令人信服、生动有趣的例证； 一场常识对谬论的彻底胜利。,中亚 «语言本能»Kindle版   限时优惠： 9.99元
购买链接：点我内容简介：《白夜行》后，东野圭吾最刺痛人心的代表作！所谓的“罪”与“罚”，究竟本质为何？是让犯人听到自己的死刑宣判而感到解脱？还是让他重返自由社会，但用尽一生赎罪？爱女被杀害的道正与小夜...,中亚 «虚无的十字架»Kindle版    限时优惠：4.14元
详情请移步：https://www.amazon.cn/s/node=1797251071?t=ca_yh_7-23&tag=ca_yh_7-23亚马逊中国一周Kindle特价再度更新，促销时间截止到2016年7月16日24时，作为周特价本期作品多达115册，文学小说和专业著作...,中亚 促销活动： 一周Kindle特价书（共115册）    推荐：国学备览​、哈扎尔辞典、日光流年
购买链接：点我内容简介： 秦鹏大学医学研究院秘密研发的生化武器——K55被盗。白雪覆盖的滑雪场，深埋其中的致命毒物。当气温超过10℃，毒气将会散发。3亿日元的勒索。真凶却意外死亡。留下的，是生者的生存游...,中亚 《疾风回旋曲》 Kindle版    限时优惠：1.2元
购买链接：点我内容简介：自工业化洪流激荡整个社会后，资本市场就以其无限魅力，强劲地席卷更多人参与其中。在过往100年的金钱游戏里，无疑出现许多顶尖高手，但最被后人不能忘怀的非杰西·李弗莫尔莫属，他历经...,中亚 «股票大作手回忆录(修订版)»Kindle版    限时优惠：1.2元
‍预售链接：点我‍入门版Kindle开启预售比起2年前的上代版本，全新Kindle“体型”更加轻盈（160 x 115 x 9.1 mm，161g），比上代薄11%和轻16%，内存也翻倍至512MB，阅读体验更流畅。此外还...,新品预售： Amazon 亚马逊 全新Kindle 电子书阅读器    558元包邮
内容简介：《侯卫东官场笔记（1-8册+巴国侯氏）》有史以来销量榜首的系列社会小说，侯卫东官场笔记系列总销量突破500万册！一部逐层讲透村、镇、县、市、省官场现状的自传体小说。304位各级别官员，84起官场风波...,《侯卫东官场笔记》（1-8+巴国侯氏） epub
购买链接：点我内容简介：《致女儿书(2015版)》是《致女儿书》和《和我们的女儿谈话》两本经典作品的合集。是王朔写给自己女儿的心里话。作者从自己爷爷奶奶的爸爸妈妈讲起，一直说到自己的爸爸妈妈，最后说到自...,中亚 《致女儿书(2015版)》Kindle版    限时优惠：7.99元
购买链接：点我内容简介：斯坦福大学最受欢迎的经济课！　　从36个经济学关键名词入手，每篇约3000字，用生活实例引入主要原理，解释、分析经济现象，概念清晰，没有经济基础，也能轻松理解。简约不简单，帮助我...,中亚 «斯坦福极简经济学»Kindle版    限时优惠：1.99元
内容简介：《巷说百物语》1999年由角川书店的季刊妖怪杂志《怪》开始连载，直到现在已连载到系列第5作《西巷说百物语》；2000年以后陆续被改编为漫画、动画、连续剧等。其中第3作《后巷说百物语》更得到2003年第1...,《巷说百物语》（含：续巷说、后巷说，共3册）京极夏彦 epub+mobi
内容简介：等女儿升小学的面试一结束就离婚——貌合神离的夫妻俩如此约定。但在面试预演即将开始的时候，令人悲痛的消息传来：女儿在游泳池溺水了。在医院等待他们的是残酷的现实。夫妻俩面临着从未想到过的选择……...,《人鱼沉睡之家》  [日]东野圭吾 epub
内容简介：根据真实案例改编而成，涉案地名人名均为化名。十起恐怖凶杀案，就发生在我们身边，每一个都是曾被媒体严密封锁，当局讳莫如深的奇案大案。例如，奸杀空姐、残肢物语、掏肠恶魔、刺猬少女、畜生怪谈、...,《十宗罪》（1-5+前传）epub
内容简介：小说史上最庞大的历史推理格局！《清明上河图》画里画外824位有名有姓有故事的人物原地复活！一场席卷帝国的腥风血雨，已在全图正中的虹桥下荡起涟漪。翻开本书，一幅旷世奇局徐徐展开，错综复杂，丝丝...,《清明上河图密码》（1-3部 精装版）epub
内容简介：李云龙是一个叱咤风云、百战沙场的职业军人，是一个一生都在血与火中搏斗的名将。他的人生信条是:面对强大的对手，明知不敌，也要毅然亮剑，即使倒下，也要成为一座山、一道岭。在战争与和平的时空转换...,《亮剑》 epub
内容简介：陆焉识本是上海大户人家才子+公子型的少爷，聪慧而倜傥，会多国语言，也会讨女人喜欢。父亲去世后，年轻无嗣的继母冯仪芳为了巩固其在家族中的地位，软硬兼施地使他娶了自己的娘家侄女冯婉喻。没有爱情...,《陆犯焉识》（精装版） epub
内容简介：《历史的拐点》的13个精彩故事，悬念迭起，惊心动魄，内涵深远，影响至今。这13个故事，扇面般展开了中国历史上最具影响力的13次改革进程，并且把中国历史上的改革和西方同一时期的改革对照起来加以比...,《历史的拐点：中国历朝改革变法实录》 epub
内容简介：《梦幻花》以几个突发事件为谜题：一对恩爱夫妻在上班路上被砍杀，留下了嗷嗷待哺的幼女；一个正值青春年少的电子琴乐手跳楼自杀，留下此生未完成的梦想；一个独居的老人被人杀死在家里，家里被翻乱，...,《梦幻花》【日】东野圭吾 epub
内容简介：因父亲出轨而散伙的一家三口在即将分道扬镳时收到一条交友短信，发信人是打算从黑道退出的小混混冈田——去交一个朋友，完成这项任务，他才能成功脱身。于是，失败的父亲、神秘的母亲和青春期女儿坐上了“...,《余生皆假期》【日】伊坂幸太郎 epub
内容简介：《大清商埠(套装共3卷)》主要内容：清朝政府奉行朝贡贸易，妄自尊大，高傲而又无知地认为外商是来向天朝皇帝朝贡的。高高在上的清政府，不肯屈尊与洋人打交道，这就必须委托一个官商集团处理洋务。政府...,《大清商埠》（1-3卷） azw3
内容简介：这套丛书按照时间为内在线索，选取中国现当代百年来侦探小说的优秀之作。本卷是当代儿童侦探小说作品的精选集，以其中一篇《第三只手》为书名，迎合儿童读者的兴趣，篇名本身有较强的吸引力，便于图书...,《百年中国侦探小说精选》（1-10卷） azw3
内容简介：李碧华的青蛇《青蛇》以离经叛道、天马行空、颠覆传统的笔法，大胆演绎了史册传奇的荒唐真相。同名电影分别由徐克等著名导演执导，张曼玉、梁家辉、王祖贤、巩俐、陈冲、张丰毅等著名影视明星担纲主演...,《青蛇》作者：李碧华 azw3
龙族全套 共5册（龙族1火之晨曦+龙族2悼亡者之瞳+龙族3黑月之潮上册+龙族3黑月之潮中册+龙族3黑月之潮下册），需要的下载,《龙族》全套共5册（龙族1火之晨曦+龙族2悼亡者之瞳+龙族3黑月之潮上册+龙族3黑月之潮中册+龙族3黑月之潮下册）azw3
"内容简介：狄更斯是英国19世纪伟大的现实主义作家。《大卫·科波菲尔》是其代表作。主人公科波菲尔是个遗腹子,继父对他和母亲横加虐待。母亲不久去世,科波菲尔沦为孤儿,他找到了姨婆,在她的监护下开始新的生活。世...",《大卫·科波菲尔》(套装上下册) (经典译林) azw3
内容简介：《大秦帝国》洋洋五百万言，六部十一卷，将战国后期齐、楚、燕、秦、韩、赵、魏七国群雄并起的历史苍劲地铺展开来，描绘了近200年的战国风云与帝国生灭。在礼崩乐坏，群雄逐鹿的战国末年，面临亡国之祸...,《大秦帝国》（全六部） azw3 epub【epub为掌阅专版】
都买链接：点我《硅谷钢铁侠》（THE IRON MAN: Elon Musk's Quest to Forge a Fantastic Future）他是风格独具的梦想家、创业家与工业家，也是眼光独到、一再开创新商业模式的企业家。从PayPal，到特斯拉、Sp...,中亚 《硅谷钢铁侠》 kindle版    限时优惠：5元
购买链接：点我本书以生动诙谐的文笔，比较全面地介绍了中国古代的民间信仰及其对中国古代社会的影响。全书共分四辑：《人心不古，巫风日下》--巫术片，皇上你爹贵姓--宗教与社会篇，《人鬼情未了》--鬼怪篇和《...,中亚 《中国神仙排行榜》Kindle版    限时优惠：2.5元
购买链接：点我内容简介：比利时国王利奥波德二世把比利时从专制国家成功转型为了现代民主国家，然而在比利时殖民地刚果，刚果人完全是奴隶，有超过一千万人被迫害致死，而这一切都是为了保证利奥波德二世在橡胶...,中亚 《独裁者手册》Kindle版    限时优惠：6.99元
购买链接：点我本书收入林语堂先生的散文及小说精品二十二篇（京华烟云：两册），苏东坡传，吾国与吾民，生活的艺术，老子的智慧，朱门，红牡丹，大城北京 ，武则天正传，印度的智慧，风声鹤唳，美国的智慧，唐人...,中亚《林语堂经典作品集》（共22本）Kindle版    限时优惠：10.99元
内容简介：突如其来的寂静笼罩了地球。这事实上比噪音更加可怕。有一会儿，什么也没有发生。巨大的飞船一动不动地挂在空中，覆盖了地球上的每个国家。在黯然退场之前，地球首先被改造成了最终极的声音重放器件，...,《银河系漫游指南》作者：[英]道格拉斯·亚当斯 mobi
内容简介：日本著名作家东野圭吾的《解忧杂货店》，出版当年即获中央公论文艺奖。作品超越推理小说的范围，却比推理小说更加扣人心弦。僻静的街道旁有一家杂货店，只要写下烦恼投进店前门卷帘门的投信口，第二天...,《解忧杂货店》作者：东野圭吾 azw3
内容简介：著名作家今何在 时隔十年全新演绎《悟空传》！再度掀起畅销狂潮，为你讲述青春的美好回忆！一段早已注定的宿命，一段注定悲伤的爱情，一部掀开大陆文学创作高潮的经典作品《悟空传》时隔十年，全新震撼...,《悟空传(完美纪念版)》作者：今何在 mobi
内容简介：《中国传统建筑十五讲》依据作者在北大开授中国传统建筑通选课的讲义而成，该课程在北大很受欢迎，是历年来最为学生喜爱的课程之一。《中国传统建筑十五讲》与通常讲述中国传统建筑的著作相比，突出了...,《中国传统建筑十五讲》作者：方拥 azw3
内容简介：《唐诗鉴赏辞典》收录唐及五代190余位诗人的作品1000余篇，选诗范围广泛，既收入了一些大家，名家之作，又选采了许多不见录于一般选本的遗珠，更全面地体现了唐诗风貌，唐代是我国古典诗歌发展的全盛时...,《唐诗鉴赏辞典》作者：周啸天 mobi
内容简介：坐落在神州腹地的桂川县城和中国其他的城市也无甚不同，都密密地罩在一张俗世人情的网下，最多只是风景秀丽一点而已。一天，城里突然来了一位会制香的美貌单身女子，那简直就是虫子掉到了蜘蛛网上。正...,《浮世织香录》作者：六欲浮屠 azw3
内容简介：《饥饿游戏》讲述了在一个叫做北美洲的废墟中，有个新建立的国家“帕纳姆”，分布四方的十二个行政区环绕着灿烂的都城凯匹特。这个严厉又残酷的都城，每年都会强迫十二个区抽签选出男孩女孩各一名作为“贡...,《饥饿游戏》(套装共3册) mobi
详情请移步：点我内容简介：《红楼梦脂评汇校本》，系以甲戌本、庚辰本等早期脂本为底本，汇集了己卯本、戚序本、蒙府本等其他脂批本的部分脂批，并参考、吸收若干新校点本及脂批辑本的校点成果整理而成。对前人...,中亚 «红楼梦脂评汇校本»Kindle版    优惠价0.99元
内容简介：长篇小说《白鹿原》以陕西关中平原上素有“仁义村”之称的白鹿村为背景，细腻地反映出白姓和鹿姓两大家族祖孙三代的恩怨纷争。全书浓缩着深沉的民族历史内涵，有令人震撼的真实感和厚重的史诗风格。,《白鹿原》作者：陈忠实 epub
内容简介：《病隙碎笔》几乎是一个爱好科普知识的耶稣，一篇可以在教堂管风琴乐声中间读的童话，是一种在尘世中重建天国的艰巨努力。他用生动而通俗甚至是优美的语言追寻和探索了关于我们人生的已知和未知的道理...,《病隙碎笔(修订版)》 azw3
